CODFILIAL,SEGMENTO,FATURAMENTO,MARGEM,CLIENTE,Mes
05,FLV NACIONAIS,12155.37,32.8907115949576%,DALLE SUPERMERCADOS,Fev
05,FLV NACIONAIS,12152.6,16.7135502027301%,IGUATEMI,Abr
23,FLV NACIONAIS,12151.27,9.1379916667147%,GURI FRUTAS,Mar
09,FLV NACIONAIS,12150.54,30.3141276025592%,JORGE MERCADO,Fev
05,FLV NACIONAIS,12144.3,25.820170615021%,CLOVIS ROMANSIN ME,Jan
09,FLV NACIONAIS,12139.47,20.936584298985%,MERCADO PAULISTANO,Mar
05,FLV NACIONAIS,12138.4,16.7996820833059%,MECADO BEDIN II,Mar
05,FLV NACIONAIS,12134.82,32.083413598224%,CONRADO MERCADO,Mar
05,FLV NACIONAIS,12131.55,29.0619734493944%,SUPERMERCADO BARP,Fev
11,FLV NACIONAIS,12127.04,13.1987218645275%,GR FRUTAS,Fev
02,FLV NACIONAIS,12122.1,11.5325262949489%,SUPERMERCADO PASCHOA,Fev
12,FLV IMPORTADOS,12105,19.4861161503511%,GREEN AGRONEGOCIOS L,Abr
04,FLV NACIONAIS,12104.28,25.6386735105269%,KRAEMER & KRAEMER,Abr
04,FLV NACIONAIS,12101.7,31.3478035317352%,MANA ALIMENTOS,Mar
12,FLV IMPORTADOS,12096,25.3056871488573%,EXPOFRUT,Fev
05,FLV NACIONAIS,12093.5,-107.574125356597%,COOPER ALFA,Abr
12,FLV IMPORTADOS,12090,16.8179344913151%,AGROCOMERCIAL BAURUE,Mar
11,FLV NACIONAIS,12076,18.3346092375026%,CAITA SUPERMERCADOS,Abr
04,FLV NACIONAIS,12070.77,26.5387733342612%,COMERCIAL STAINE,Abr
04,FLV NACIONAIS,12069.59,27.2091649806028%,BOCH SUPERMERCADOS,Jan
14,ALIMENTOS INDUSTRIALIZADOS,12063.28,52.3713123628068%,SUPER UBIALLI,Fev
05,FLV NACIONAIS,12057.68,23.3851835510645%,TRES PASSOS SERVICOS,Fev
09,SEGMENTO ORGANICOS,12054.15,51.3355369727438%,CHAMA,Mar
05,FLV NACIONAIS,12053,28.7954531651871%,PLANALTENSE,Fev
12,FLV IMPORTADOS,12040,27.2095235880399%,COMERCIAL AGRICOLA,Fev
11,FLV NACIONAIS,12032.2,17.6789913731487%,MEGA HORTIFRUTI,Mar
05,FLV NACIONAIS,12030.16,28.0300977709357%,MINIMERCADO PONTO CE,Mar
04,FLV NACIONAIS,12030.12,29.4401705053649%,SUPER CENTRAL,Jan
05,FLV NACIONAIS,12028.01,31.7965921212237%,KIMBER HOTELS,Fev
04,FLV NACIONAIS,12026.42,28.5357140105439%,ATENA SUPERMERCADO,Abr
09,FLV NACIONAIS,12024.06,-45.8335201254817%,COMERCIO ROMAN,Abr
21,FLV NACIONAIS,12022,25.2643641093564%,SUPERMERCADO COMPER,Fev
05,FLV NACIONAIS,12018,30.1883810950241%,R PIECZKOWSKI,Mar
09,FLV NACIONAIS,12015,26.7201432298117%,PRIMATO,Mar
09,FLV NACIONAIS,12014.15,25.3339360670543%,RAINHA SUPERMERCADO,Jan
12,FLV IMPORTADOS,12000,16.52684725%,FRUTICULTURA GIRELLI,Mar
09,FLV NACIONAIS,11990.39,27.9790329588946%,MERCADO BOM JESUS,Fev
05,FLV NACIONAIS,11980,31.7625326377295%,SD SUPERMERCADOS,Jan
04,FLV NACIONAIS,11978.18,30.6418121951749%,SUPER CENTRAL,Fev
16,FLV NACIONAIS,11976.5,21.9223734814011%,MOCCI,Abr
04,FLV NACIONAIS,11975.85,28.2764247214185%,BRAGANHOLO SUPER,Jan
12,FLV IMPORTADOS,11975.6,4.63490296937106%,DISTRIBUIDORA POMAR,Fev
05,FLV NACIONAIS,11973.8,29.3498171006698%,CHURRASCARIA CHAPECO,Fev
04,FLV NACIONAIS,11954.82,29.5354733906491%,MERCADO BAIXADA,Mar
13,SEGMENTO ORGANICOS,11946.2,28.7949234903149%,MARIOMAR MANOEL PERE,Mar
04,FLV NACIONAIS,11941.16,31.4833117553069%,SUPERMERCADO VARGAS,Jan
05,FLV NACIONAIS,11936.24,35.1944297366675%,CARNES EFAPI,Mar
05,FLV NACIONAIS,11930.05,30.733300531012%,MERCADO IRENE,Mar
04,FLV NACIONAIS,11929.3,29.4498014971541%,MANGA ROSA,Mar
24,FLV NACIONAIS,11925.51,12.7618594089477%,REDE SERVE MAIS,Abr
04,FLV NACIONAIS,11915.04,27.7110688675825%,AP ATACADO LTDA,Mar
04,FLV NACIONAIS,11900,36.4536730252101%,BASCHIROTTO,Abr
23,FLV NACIONAIS,11886.69,19.4981962177864%,SUPERMIX SUPERMERCAD,Mar
04,FLV NACIONAIS,11884.6,27.5634399138381%,SUPERMERCADO LUERSEN,Jan
05,FLV NACIONAIS,11884.15,26.3884812965168%,COOPERDIA,Fev
05,FLV NACIONAIS,11870.9,35.3759689661272%,SUPERMERCADO MARCIO,Mar
04,FLV NACIONAIS,11867.23,27.2235162712781%,SUPER BOM,Mar
09,FLV NACIONAIS,11859.65,30.5758906038542%,SUPERMERCADO PREMIUM,Jan
14,ALIMENTOS INDUSTRIALIZADOS,11858.4,39.9793096876476%,SUPERMERCADOS APOLO,Jan
15,FLV NACIONAIS,11856.6,14.2842227957425%,PLANOS SUPERMERCADO,Mar
14,ALIMENTOS INDUSTRIALIZADOS,11836.8,41.8049902845364%,PALMINORTE ALIMENTOS,Jan
14,ALIMENTOS INDUSTRIALIZADOS,11831.7,36.7128545348513%,REAALCOM,Fev
21,FLV NACIONAIS,11803.18,24.927669323013%,ATACAMA SUPERMERCADO,Fev
05,FLV NACIONAIS,11794,15.921206715279%,ABSOLUTO DISTRIBUIDO,Abr
04,FLV NACIONAIS,11793.48,31.0245644203407%,ALCIONE SILVEIRA,Mar
04,FLV NACIONAIS,11790.8,27.1804119313363%,MERCADO J.S.,Mar
09,FLV NACIONAIS,11786.54,27.7888122782305%,IRANI BRASIL,Fev
04,FLV NACIONAIS,11779.4,24.2905791466459%,SACOLAO,Jan
11,FLV NACIONAIS,11770,12.1399230246389%,PLANALTO,Fev
15,FLV NACIONAIS,11768,22.8344952413324%,ALES,Mar
09,FLV NACIONAIS,11761.99,25.6391928576712%,MERCADO 500,Fev
12,FLV IMPORTADOS,11760,-8.86633120748299%,EDLENE CRISTINA DA S,Mar
05,FLV NACIONAIS,11751.92,31.3653953566736%,DUDU SUPERMERCADO,Mar
05,FLV NACIONAIS,11748.76,22.8034134666126%,ECONOMICO SUPERMERCA,Mar
01,FLV IMPORTADOS,11740,6.64506550255537%,MAMAO ACACIA,Jan
05,FLV NACIONAIS,11725.75,32.558146898919%,MERCADO MATTOS,Fev
21,FLV NACIONAIS,11720.6,31.4669862464379%,MERCADO MARRETA,Jan
04,FLV NACIONAIS,11714.81,28.5330272535363%,F SANTOS,Mar
05,FLV NACIONAIS,11704.77,22.1290926690571%,ABSOLUTO DISTRIBUIDO,Mar
04,FLV NACIONAIS,11696.53,34.024369107761%,POLIC PATO BRANCO,Mar
05,FLV NACIONAIS,11693.37,26.7407668619055%,CASA DE CARNES E MER,Fev
12,FLV IMPORTADOS,11680,13.6583307363014%,POMISUL COM IMP E EX,Mar
05,FLV NACIONAIS,11678.05,29.927356878931%,FRUTEIRA LORENZATO,Mar
05,FLV NACIONAIS,11675.47,33.4817090875143%,SHOPPING DO REAL,Mar
13,FLV NACIONAIS,11674,11.319169179373%,SILVESTRIN FRUTAS FL,Fev
14,ALIMENTOS INDUSTRIALIZADOS,11662.28,55.271695656109%,COMERCIAL CELEIRO,Fev
04,FLV NACIONAIS,11661.95,30.0382916236136%,VRM SUPERMERCADO,Mar
04,FLV NACIONAIS,11660.75,28.1552379563922%,MERCADO VITORIA,Abr
12,FLV IMPORTADOS,11655,11.3032467610468%,HORTI PLUS CASTELO,Jan
05,FLV NACIONAIS,11640.72,28.5550210811702%,SUPERBOM ALIMENTOS,Fev
12,FLV IMPORTADOS,11637.2,29.0276053518028%,DISTRIBUIDORA POMAR,Mar
09,FLV NACIONAIS,11629.35,23.8539837566158%,COMERCIAL DUAS NAÇOE,Jan
05,FLV NACIONAIS,11625.7,31.7489798463748%,SUP BERNADELLI,Mar
13,SEGMENTO ORGANICOS,11623.35,31.102391995423%,COMPER PASSA VINTE,Mar
05,FLV NACIONAIS,11618.31,23.3105422389315%,MERCADO POPULAR BORD,Jan
04,FLV NACIONAIS,11617.78,35.0040722065661%,BAVARESCO E CARA,Mar
05,FLV NACIONAIS,11607.87,33.8419252627743%,ASSOCIACAO CHAPECOEN,Mar
05,FLV NACIONAIS,11607.3,31.2420556890922%,CASLO,Jan
05,FLV NACIONAIS,11599.72,29.5483149593266%,MERC MANAUS,Mar
04,FLV NACIONAIS,11590.55,30.1911414039886%,JANDIR JOAO ARGENTA,Jan
11,FLV NACIONAIS,11569.29,25.7862256024354%,DONEL ZORNITTA CIA L,Jan
10,FLV NACIONAIS,11567.9,26.683720399231%,COOPER FILIAL JOINVI,Mar
11,FLV NACIONAIS,11556.16,16.4739344211226%,QUINTETO SUPERMERCAD,Fev
09,FLV NACIONAIS,11555.85,30.0583218023771%,COMERCIAL DUAS NAÇOE,Fev
05,FLV NACIONAIS,11553.72,29.1839995256939%,SUPERMERCADO COMPRA,Jan
15,FLV NACIONAIS,11550,40.3618783711832%,SUPER MUFFATO,Jan
05,FLV NACIONAIS,11546.32,27.0870882670842%,KAIRUNI FERNANDE,Jan
13,SEGMENTO ORGANICOS,11539.09,38.068255209033%,SUPERMERCADOS SCHMIT,Fev
05,FLV NACIONAIS,11538.7,31.7794728175618%,KILO GRILL,Jan
02,FLV NACIONAIS,11537.8,9.63635493768308%,MERCOLOMBO LOBATO,Mar
09,FLV NACIONAIS,11526.95,30.9232333791679%,FRIMESA,Mar
05,FLV NACIONAIS,11525.2,11.8163297816958%,MECADO BEDIN II,Fev
02,FLV NACIONAIS,11524.7,22.1022969507934%,MUFFATO CERRO AZUL,Jan
04,SEGMENTO ORGANICOS,11524.59,44.9974426855966%,SUPERMERCADO UNIAO,Fev
14,ALIMENTOS INDUSTRIALIZADOS,11520,42.4522315972222%,R D N ALIMENTOS,Fev
05,FLV NACIONAIS,11512.22,34.4184133034289%,SUPERMERCADO CRISTO,Jan
05,FLV NACIONAIS,11504.37,30.6061774786451%,BARP,Fev
01,FLV IMPORTADOS,11500,43.4434782608696%,AGRONASCENTE,Abr
14,ALIMENTOS INDUSTRIALIZADOS,11481.6,39.1458361204013%,FAST ALIMENTOS,Jan
05,FLV NACIONAIS,11479.54,29.5781679405272%,CHICO ATACADO,Mar
11,FLV NACIONAIS,11475,18.9157572984749%,SUPERMERCADO MENIN,Mar
16,FLV NACIONAIS,11470,33.2756108979948%,MAMAO BAHIA SUL,Jan
09,FLV NACIONAIS,11466.66,31.8102157908231%,MERCADO DO CUSTODIO,Mar
05,FLV NACIONAIS,11452.2,28.6270151586595%,MERCADO SAO PAULO,Fev
05,FLV NACIONAIS,11449.17,30.48383131703%,MERCADO LALI,Mar
05,FLV NACIONAIS,11448.8,24.9952245650199%,FEIRAO MAIS HORTIFRU,Abr
04,FLV NACIONAIS,11447.6,27.3134741779937%,SUPER REALEZA,Jan
12,FLV IMPORTADOS,11430,15.3482956255468%,VITA FRUTTA,Mar
04,SEGMENTO ORGANICOS,11421,36.9593609141056%,SIRIUS ORGANICOS,Fev
05,FLV NACIONAIS,11411.35,28.3361937018845%,SUPERMERCADO OCEANO,Jan
11,FLV IMPORTADOS,11400,38.541806173187%,IRMAOS MUFFATO,Mar
05,FLV NACIONAIS,11386.54,32.2290963716809%,GILBERTO RIGO E CIA,Jan
14,ALIMENTOS INDUSTRIALIZADOS,11386.05,51.2273469728308%,SUPERMERCADO CRIPPA,Fev
05,FLV NACIONAIS,11384,24.4868191883044%,SUPER COLONO SUPERME,Mar
05,FLV NACIONAIS,11383.1,38.5917759661252%,MARIA TEREZA RESTAUR,Fev
09,FLV NACIONAIS,11370.68,20.89938798735%,SUP SANTA LUCIA,Fev
05,FLV NACIONAIS,11368.8,23.8670949440574%,PERETTO LOJA 1,Abr
13,FLV NACIONAIS,11368,20.5946976600985%,ZINGA MERCADO,Fev
13,SEGMENTO ORGANICOS,11362.44,20.7541300988168%,COMPER,Jan
11,FLV NACIONAIS,11340.46,15.5642757877546%,FABI FRUTAS,Jan
14,ALIMENTOS INDUSTRIALIZADOS,11335.94,46.147674652477%,GRUPO IRANI,Jan
10,FLV NACIONAIS,11334.6,20.1734211804085%,WALMART,Abr
04,FLV NACIONAIS,11332.57,28.107862117772%,MERCADO LINK,Fev
04,FLV NACIONAIS,11320.8,28.1243359126563%,SUPER VERDE,Mar
05,FLV NACIONAIS,11320.1,20.5042809993027%,SUPERMERCADO JL LTDA,Abr
13,SEGMENTO ORGANICOS,11318,13.5045559286093%,SUPERMERCADO MERCOCE,Jan
12,FLV IMPORTADOS,11311,16.3255419503139%,CARZAKI,Mar
05,FLV NACIONAIS,11307.6,30.1678825745516%,SCUSSEL HORTIFRUTI,Mar
12,FLV IMPORTADOS,11300,17.2793512389381%,BCD COMERCIO DE ALIM,Mar
16,FLV NACIONAIS,11298.35,18.6576212455801%,ALEXANDRE ALCIRIO,Fev
12,FLV IMPORTADOS,11295,12.3568115095175%,YUTAKA DISTRIBUIDORA,Mar
16,FLV NACIONAIS,11293,23.1447266448242%,DEMENECH SUPERMERCAD,Mar
04,FLV NACIONAIS,11291.23,33.5504254186656%,SUPERMERCADO SANCHES,Mar
05,FLV NACIONAIS,11288.2,26.4937068797505%,ALFA NOVA ERECHIM,Abr
04,FLV NACIONAIS,11280.53,33.0294948907542%,SUPER PROGRESSO,Mar
12,FLV IMPORTADOS,11280,12.2058581560284%,GRUPO FARTURA DE HOR,Fev
09,FLV NACIONAIS,11277.09,19.536660432789%,MERCADO PAULISTANO,Fev
05,FLV NACIONAIS,11250,31.5257933333333%,COMERCIAL BREDA,Fev
12,FLV IMPORTADOS,11250,39.8848278222222%,TROP SABOR,Mar
11,FLV NACIONAIS,11230,48.6893535173642%,M. R. GONCALVES,Fev
09,FLV NACIONAIS,11225.5,32.8452561114806%,MUFFATO TOLEDO,Jan
14,ALIMENTOS INDUSTRIALIZADOS,11222.82,53.0813487162763%,IRMAOS MUFFATO E CIA,Fev
04,FLV NACIONAIS,11217.85,34.36125113101%,BAVARESCO E CARA,Fev
09,FLV NACIONAIS,11210.48,31.9017586222891%,SUPERMERCADO PREMIUM,Fev
05,FLV NACIONAIS,11203.41,33.5807987925105%,SHOPPING DO REAL,Jan
09,FLV NACIONAIS,11195.49,-36.6905352065877%,SUPER BONIATTI,Abr
04,FLV NACIONAIS,11195.2,24.2256173181363%,SUPERMERCADOS QUADRI,Abr
05,FLV NACIONAIS,11194.55,26.0793472716635%,MOURA E SANTOS,Abr
05,FLV NACIONAIS,11192.56,23.2968232468711%,CASA DO PAO,Jan
09,FLV NACIONAIS,11179.72,27.6625826943787%,O SACOLAO,Mar
13,SEGMENTO ORGANICOS,11177.2,27.1797381276169%,MARIOMAR MANOEL PERE,Fev
04,FLV NACIONAIS,11173.75,29.7890973934445%,MERCADO TREVO,Mar
04,FLV NACIONAIS,11153.53,33.3374095387652%,COASUL,Fev
09,FLV NACIONAIS,11149.25,-96.7929877794471%,JOZE FRANCISCO BEZER,Mar
05,FLV NACIONAIS,11149.1,31.7297869783211%,ALECRIM REFEICOES,Fev
04,SEGMENTO ORGANICOS,11144.19,35.115562010339%,ORGANICOS DA MANTIQU,Mar
11,FLV NACIONAIS,11143.14,19.6892995152175%,COOPERATIVA AGROINDU,Mar
05,FLV NACIONAIS,11129.81,28.7185948367492%,SUPERMERCADO VELOSO,Jan
04,FLV NACIONAIS,11125.21,31.1839453817052%,MERCADO SALVADOR,Mar
05,FLV NACIONAIS,11117.73,29.8996335582893%,SUPERMERCADO GHILARD,Fev
04,FLV NACIONAIS,11113.25,32.7270307965717%,AMARANTE SUPER ATACA,Mar
16,FLV NACIONAIS,11110.2,21.9435431405375%,DEMENECH SUPERMERCAD,Fev
14,ALIMENTOS INDUSTRIALIZADOS,11105.91,46.2689084460436%,GRUPO IRANI,Fev
09,FLV NACIONAIS,11105,30.5353855920757%,FRIMESA COOPERATIVA,Jan
11,FLV NACIONAIS,11080,17.53475%,BENASSI,Jan
05,FLV NACIONAIS,11064.1,35.2735701954971%,A S COMERCIO VAREJIS,Mar
14,ALIMENTOS INDUSTRIALIZADOS,11054.21,48.8048420466049%,IMPERIAL SUPERMERCAD,Mar
04,FLV NACIONAIS,11051.51,32.2073837873739%,DANIELLY BOCHIO MERC,Mar
15,FLV NACIONAIS,11048,13.2282737146995%,SHIKI HORTIFRUTI,Mar
05,FLV NACIONAIS,11027.34,34.1016625042848%,MERCADO E ACOUGUE SA,Mar
05,FLV NACIONAIS,11023.6,24.3720712834283%,SUPERMERCADO CENTRAL,Jan
15,FLV NACIONAIS,11013.8,19.8426862663204%,PLANOS SUPERMERCADO,Fev
01,FLV NACIONAIS,11000,9.62021981818181%,ATHOS TOLENTINO,Jan
09,FLV NACIONAIS,10999.78,29.4759282458376%,SUPERMERCADO NAVIRAI,Mar
05,FLV NACIONAIS,10998.07,33.4195817993521%,SUPER OUROMAIS,Jan
14,ALIMENTOS INDUSTRIALIZADOS,10995.86,44.4202371873005%,MERCADO OURO BRANCO,Jan
11,FLV NACIONAIS,10995.27,30.2604430814341%,COOPERATIVA AGROINDU,Fev
04,FLV NACIONAIS,10988.74,29.9268630434427%,MERCADO CENTRAL,Jan
04,FLV NACIONAIS,10986.62,29.8111687671003%,LEHMANN & SOUZA,Abr
02,FLV NACIONAIS,10978.4,21.2566255552958%,MUFFATO CERRO AZUL,Mar
11,FLV NACIONAIS,10977.5,38.2066485083125%,JEEDA ALIMENTOS,Mar
24,FLV NACIONAIS,10974.99,26.1750390660948%,BIG BOM SUPERMERCADO,Mar
14,ALIMENTOS INDUSTRIALIZADOS,10968.36,45.872998880416%,MD EMPREENDIMENTOS,Jan
04,FLV NACIONAIS,10957.8,32.2625272408695%,TOMAZINI,Mar
09,FLV NACIONAIS,10956.77,40.3066857294622%,JORGE MERCADO,Jan
05,FLV NACIONAIS,10948.36,30.1207218250039%,MERCADO POPULAR,Jan
15,FLV NACIONAIS,10947.26,15.1811242264788%,MUFFATO CELSO GARCIA,Jan
04,FLV NACIONAIS,10945.13,34.1623639006572%,SUPERMERCADO NARDI,Mar
05,FLV NACIONAIS,10915.8,41.0748145806995%,MARIA TEREZA RESTAUR,Jan
04,FLV NACIONAIS,10902.26,32.8431958144458%,LAUXEN SUPERMERCADO,Mar
12,FLV IMPORTADOS,10900,17.1311726605505%,QUINTANDA DA MARIA,Jan
15,FLV NACIONAIS,10899.5,17.2882977200789%,DISTRIBUIDORA RV,Mar
14,ALIMENTOS INDUSTRIALIZADOS,10895.37,57.7486397930181%,MUFFATO COLOMBO,Jan
12,FLV IMPORTADOS,10895,3.42776044056907%,VAREJAO DO POVO,Mar
21,FLV NACIONAIS,10892.81,34.8152563938965%,MERCADO PRIMAVERA,Fev
04,SEGMENTO ORGANICOS,10892,29.9630795078957%,COOPERATIVA AGROPECU,Fev
04,FLV NACIONAIS,10890.5,31.4667853633901%,MERCADO AMIGAO,Fev
09,FLV NACIONAIS,10881,28.0429523021781%,LAR UNIDADE AVES,Fev
13,SEGMENTO ORGANICOS,10843,42.2824660149405%,HIPPO SUPERMERCADOS,Mar
12,FLV IMPORTADOS,10830,28.0686471837489%,TURFIK,Mar
05,FLV NACIONAIS,10815.5,32.423245157413%,AGA SUPERMERCADO,Jan
05,FLV NACIONAIS,10813.18,17.8851021178428%,MASTERSONDA,Mar
05,FLV NACIONAIS,10808.5,23.8389983809039%,SUPERMERCADO PERIN,Jan
05,FLV NACIONAIS,10803.45,20.5540756351955%,SUPER WAGNER,Fev
04,SEGMENTO ORGANICOS,10800,39.8448235185185%,BENAFRUTTI,Jan
15,FLV NACIONAIS,10800,28.915755%,MARCINHO FRUTAS,Jan
05,FLV NACIONAIS,10797.35,33.1284558711165%,IVAN NHOATTO,Mar
04,SEGMENTO ORGANICOS,10785.6,36.8275663848094%,TERRA FRUTAS,Mar
04,SEGMENTO ORGANICOS,10785.6,26.2723103953419%,NAGAURA DISTRIBUIDOR,Mar
04,FLV NACIONAIS,10784.92,30.6198657940903%,SUPER VIVIAN,Mar
09,FLV NACIONAIS,10777.9,32.6709632674269%,LAR SEDE,Fev
01,FLV IMPORTADOS,10775,12.7106281206497%,SUPER POLO,Mar
05,FLV NACIONAIS,10769.02,32.6668773017415%,SKINAO LANCHES,Jan
05,FLV NACIONAIS,10766.1,27.2013771003427%,CLOVIS ROMANSIN ME,Fev
12,FLV IMPORTADOS,10755,11.9070688981869%,HIPER FEIRAO DA FAMI,Jan
02,FLV NACIONAIS,10753.8,19.2553479700199%,SUPERMERCADO CARREIR,Fev
04,FLV NACIONAIS,10738.42,33.3324132414266%,SUPERMERCADO DIMANAR,Mar
12,FLV IMPORTADOS,10725,36.5495476923077%,FRUTAS FIDALGO,Mar
09,FLV NACIONAIS,10721.9,34.3718640352923%,JORGE MERCADO,Mar
10,FLV NACIONAIS,10717.41,40.2129231782679%,PALMAS HOTEL E SPA,Jan
02,FLV NACIONAIS,10717.2,17.443905286825%,SUPER MUFFATO,Abr
05,FLV NACIONAIS,10714.35,30.6631552077354%,SUPERBOM ALIMENTOS,Jan
12,FLV IMPORTADOS,10712,29.3100629990068%,CRIS IMPORT,Jan
11,FLV NACIONAIS,10702,15.6276303494674%,DA ROCA BRASIL,Mar
04,FLV NACIONAIS,10699.8,30.8171500401877%,MERCEARIA MANO,Mar
04,FLV NACIONAIS,10679.7,34.149428822907%,SUPERMERCADO VARGAS,Fev
09,FLV NACIONAIS,10676.11,29.0208073914562%,NIVALDO DE SOUZA,Fev
05,FLV NACIONAIS,10648.79,29.8888508459647%,MERC MANAUS,Jan
11,FLV NACIONAIS,10646.52,23.3652915694518%,SUPERMERCADO BRASIL,Fev
12,FLV IMPORTADOS,10640,8.60202105263158%,FRUTICOLA POUSO ALEG,Abr
09,FLV NACIONAIS,10637.16,24.4330912574409%,SUPERMERCADO FILIPPI,Fev
16,FLV NACIONAIS,10631.13,19.9232107969708%,DEMENECH SUPERMERCAD,Jan
05,FLV NACIONAIS,10629.2,15.5512958608248%,MASTER SUPERMERCADOS,Abr
11,FLV NACIONAIS,10628.99,17.0257722511734%,PELLIZZARO COMERCIO,Mar
04,FLV NACIONAIS,10626.9,32.9009872116986%,SULA SUPERMERCADO,Fev
09,FLV NACIONAIS,10610.8,27.8135445018283%,SUPERMERCADO SCHORR,Abr
04,FLV NACIONAIS,10597.02,26.3248634993612%,QUADRI SUPERMERCADOS,Jan
09,FLV NACIONAIS,10588.99,26.9208198326752%,MERCADO FISCHER LTDA,Jan
05,FLV NACIONAIS,10581.79,26.3141953299017%,ROMEU FRANZEN & FILH,Fev
11,FLV NACIONAIS,10578,15.3116531165312%,MASTER SONDA HIPERME,Fev
12,FLV IMPORTADOS,10575,17.6983909219858%,MUINO DISTRIBUIDORA,Mar
13,FLV NACIONAIS,10568.94,18.9567497781234%,COMERCIAL DE FRUTAS,Mar
24,FLV NACIONAIS,10554.19,14.3500662769952%,TOP FRUTAS,Mar
11,FLV NACIONAIS,10538.7,18.3596681753916%,COOPERATIVA AGROINDU,Jan
09,FLV NACIONAIS,10532.06,35.1875901770404%,MERCADO PRIMAVERA,Fev
12,FLV IMPORTADOS,10528,9.79689380699088%,MORANGOS PEREIRA,Fev
15,FLV NACIONAIS,10521.7,32.1387021881947%,MUFFATO DUQUE,Jan
13,FLV NACIONAIS,10502.45,15.1696903103562%,BASFRUTA,Fev
12,FLV IMPORTADOS,10500,23.0843473333333%,VAREJAO VILA MARIANA,Mar
12,FLV IMPORTADOS,10500,23.7298185714286%,TERRA SOL,Fev
11,FLV NACIONAIS,10492.36,12.4707207509986%,CENTER SUL COMERCIO,Mar
05,FLV NACIONAIS,10478.84,33.5004448965725%,MINIMERCADO E LANCHE,Jan
04,FLV NACIONAIS,10476.65,33.629435652456%,SUPERMERCADO ALGERI,Abr
12,FLV IMPORTADOS,10460,17.3564122370937%,FRUTICOLA COMERCIO,Jan
05,FLV NACIONAIS,10458.43,26.1303156401104%,MERCADO BINDA,Jan
16,FLV NACIONAIS,10455.2,20.2175810123192%,BANAVEL,Fev
13,FLV NACIONAIS,10447,19.8200200057433%,MAURILIO,Abr
11,FLV NACIONAIS,10444,12.3700573535044%,AGRO COM.IRIS BOA FR,Jan
21,FLV NACIONAIS,10442.6,41.5865501886503%,INSTITUTO ADRIANA MO,Fev
05,FLV NACIONAIS,10434.7,29.0441287243524%,CONRADO MERCADO,Fev
05,FLV NACIONAIS,10422.41,-54.3794749007188%,MERCADO PIETROBELLI,Abr
09,FLV NACIONAIS,10421.91,27.5357142788606%,BAR CLAUDIA PINLALIT,Fev
04,FLV NACIONAIS,10415.55,35.9944909294276%,AB SUPERMERCADOS,Mar
04,FLV NACIONAIS,10403.03,31.1157435862436%,ACOUG. E MERC.GAUCHA,Mar
21,FLV NACIONAIS,10401.47,25.4147723350642%,PADARIA JANAINA,Jan
16,FLV NACIONAIS,10390,10.9627868787394%,MACA VERDE,Fev
13,FLV NACIONAIS,10387.75,20.5556230174966%,SUPERMERCADO MERCOCE,Abr
12,FLV IMPORTADOS,10385,9.86713981704381%,SUPERMERCADO SUPERCR,Jan
04,FLV NACIONAIS,10376.95,33.7716749141125%,SUPERMERCADO NARDI,Jan
12,FLV IMPORTADOS,10375,11.2039884337349%,OTHIL EDSED IMPORTAD,Jan
02,FLV NACIONAIS,10362.3,24.8065239800764%,PARANA SUP MATRIZ,Mar
02,FLV NACIONAIS,10362.03,17.9255247282627%,BOM PRECO,Jan
12,FLV IMPORTADOS,10360,10.5840365830116%,HORTIFRUTIGRANJEIROS,Mar
14,ALIMENTOS INDUSTRIALIZADOS,10359,47.0239755767931%,SUPERMERCADO EXPRESS,Jan
14,ALIMENTOS INDUSTRIALIZADOS,10357.38,51.4300385811856%,BONNO ATACADO,Fev
14,ALIMENTOS INDUSTRIALIZADOS,10357.2,47.9129375699996%,ATACADO ROTA,Mar
11,FLV NACIONAIS,10353.88,16.3097383782698%,HORTIFRUTI ARMANI,Jan
05,FLV NACIONAIS,10344,20.4727367508001%,MASTER SONDA HIPERME,Mar
14,ALIMENTOS INDUSTRIALIZADOS,10331.35,46.430143398491%,SUPERMERCADO MURICRI,Mar
23,FLV NACIONAIS,10324.08,13.3164679080364%,BRASLUPER,Mar
04,FLV NACIONAIS,10319.7,30.1905518571277%,MERCADO PANASSOLO,Mar
04,FLV NACIONAIS,10313.18,34.6161451657006%,ZINI DO LAGOAO,Mar
05,FLV NACIONAIS,10311.8,29.7223912411024%,FERNANDO LORENZATO,Fev
05,FLV NACIONAIS,10303.6,33.4720584067704%,SUPERMERCADO MARCIO,Fev
04,FLV NACIONAIS,10287.5,33.4820530741191%,ZENI FRUTAS E VERDUR,Mar
02,FLV NACIONAIS,10281.7,16.9437167978058%,ODAIR CARLOS,Fev
05,FLV NACIONAIS,10278.4,-1.65351017668121%,BONNA FRUTAS,Mar
05,FLV NACIONAIS,10268.39,29.4443637220635%,SUPERMERCADO FERRAGE,Mar
04,FLV NACIONAIS,10257.58,20.778878031441%,DEON E ANDREATTA,Abr
15,FLV NACIONAIS,10256,25.7627889272996%,IRMAOS MUFFATO & CIA,Fev
13,SEGMENTO ORGANICOS,10248,26.3675697697112%,COMPER PASSA VINTE,Fev
13,SEGMENTO ORGANICOS,10247.46,40.9346521967395%,SUPERMERCADOS SCHMIT,Mar
04,FLV NACIONAIS,10244.3,27.9430342145911%,COASUL - SAO JOAO,Abr
02,FLV NACIONAIS,10240,7.22919199218751%,ANTONIO CARLOS DE AR,Jan
